,review,date
4440,What a great app I love it,"February 17, 2019"
4441,Very wonderful application,"February 17, 2019"
4442,Its a very good app.,"March 10, 2020"
4443,Very very nice app,"July 14, 2020"
4444,"I have failed to understand,i want to register absher account please help me.","January 29, 2020"
4445,Very useful app.,"February 18, 2019"
4446,very excellent app,"February 17, 2019"
4447,High Standards App. Love it,"November 30, 2020"
4448,Very usful and safe time,"February 17, 2019"
4449,thank you for making our life easy,"February 18, 2019"
4450,it is the best app in the Google.,"February 18, 2019"
4451,This apps can guide you in many ways,"June 20, 2021"
4452,App makes your life easier 👍👍,"February 17, 2019"
4453,it's very useful app I like it 😍,"February 19, 2019"
4454,Fake application plz don't waste your time,"July 7, 2019"
4455,Best app. I love this app,"January 22, 2021"
4456,it's one of my favourite apps 👍👍👍,"February 17, 2019"
4457,it makes the life easier.,"February 14, 2019"
4458,One of the best App ever,"September 5, 2020"
4459,Life changer. simple. fast.,"February 17, 2019"
4460,Thank you. You made my life eazier.,"February 18, 2019"
4461,A very helpful app.,"July 25, 2021"
4462,Way not working,"December 31, 2019"
4463,this app make our lives easier,"March 1, 2019"
4464,the best software,"February 17, 2019"
4465,the greatest app in Saudi Arabia,"February 17, 2019"
4466,it made our life easier. thank you.,"February 15, 2019"
4467,Best Government App ever.,"February 18, 2019"
4468,amazing facility... thanks Absher!,"February 17, 2019"
4469,great and useful,"February 22, 2019"
4470,it makes our life much easier,"February 17, 2019"
4471,Super app really I appreciate,"October 16, 2021"
4472,"Appreciate is not open ,","July 10, 2021"
4473,Thanks for your efforts,"June 7, 2019"
4474,Such a great application.,"February 17, 2019"
4475,Good app very easyuse,"September 29, 2021"
4476,I AM using this app since 2016.Great app,"February 17, 2019"
4477,Excellant and best app.,"February 20, 2019"
4478,Very Good application.,"November 1, 2021"
4479,one of the best apps,"February 17, 2019"
4480,the best app in saudi,"February 18, 2019"
4481,make our life easier..thank you my great country,"February 17, 2019"
4482,so good so helpful.thank all,"February 18, 2019"
4483,Why this is not open? please help me.,"January 16, 2021"
4484,"This is Helpful App,,,in Saudi Arabia","June 2, 2021"
4485,Thank you for the best app,"February 17, 2019"
4486,What a shame Jamal Khashoggi didn't have this app. May have saved him from extrajudicial execution.,"March 3, 2019"
4487,The best app thanks Saudi Arabia,"February 17, 2019"
4488,best giverment application.,"February 16, 2019"
4489,Very good and helpful,"May 13, 2020"
4490,this app make life easier,"February 17, 2019"
4491,A very useful app,"February 18, 2019"
4492,Easy-to-use,"February 17, 2019"
4493,the best governmental app ever,"February 17, 2019"
4494,Very excellent app,"February 17, 2019"
4495,Very useful app.,"September 17, 2021"
4496,Good and useful..,"February 17, 2019"
4497,this app is more than amazing.,"February 17, 2019"
4498,very nice tomuch helpful,"April 14, 2020"
4499,Really very good app,"June 10, 2020"
4500,disgusting. this app is nothing but privacy invasion,"March 3, 2019"
4501,Very usr full this app,"August 1, 2021"
4502,جزاكم الله خير Best App in the world,"February 17, 2019"
4503,perfect app thank u ksa,"February 17, 2019"
4504,this app make my life easier,"February 17, 2019"
4505,Extraordinary performance of your government requirements,"February 18, 2019"
4506,best government services,"February 17, 2019"
4507,Good and handy app,"February 18, 2019"
4508,made life easier,"February 17, 2019"
4509,"Success story, I love it","February 17, 2019"
4510,very useful I like it,"February 17, 2019"
4511,Renewed my passport on a Friday afternoon sipping my coffee in front of the TV on my couch via Absher! how simple can this be...,"February 17, 2019"
4512,the whole government in one app,"February 18, 2019"
4513,The world is going backwards in Saudi Arabia as usual. Disgusting!,"April 27, 2019"
4514,Very very good application,"February 18, 2019"
4515,Best thing for arranging my nation ID,"February 17, 2019"
4516,"It made my life easier, no need to visit MOI, Jawazat, ministry of labor and other entities to finalize related work.","February 17, 2019"
4517,Need to full excess for everyone,"July 13, 2021"
4518,Old version is very good,"June 17, 2021"
4519,Thank you very much for easing our life 👍👍👍👍👍,"February 17, 2019"
4520,Very good system,"June 13, 2021"
4521,This apps is very usefull,"February 19, 2021"
4522,Very nice service,"June 11, 2021"
4523,Always ask for updates,"October 26, 2021"
4524,Government tasks become easier with Absher 👍🏻,"February 17, 2019"
4525,The must have app for all Saudi residents,"February 19, 2019"
4526,The best app i have ever used 💯👌,"February 19, 2019"
4527,Made my life and my family's life a lot easier,"February 17, 2019"
4528,one of the best Saudi government apps,"February 12, 2019"
4529,I get a lot of benefits of this App,"February 17, 2019"
4530,very good application,"February 18, 2019"
4531,very good very useful,"February 17, 2019"
4532,best apps....very usefull,"February 17, 2019"
4533,One of the best government app ever .,"February 17, 2019"
4534,This app is useful to all of us,"June 18, 2021"
4535,The best app I ever use.,"February 17, 2019"
4536,it's a wonderful app,"February 18, 2019"
4537,One of best app ever!,"February 16, 2019"
4538,Always want to update,"November 2, 2021"
4539,the best government application,"February 19, 2019"
4540,this app Makes your life easier 👍👍👍,"February 17, 2019"
4541,excellent app thanks MOI,"February 17, 2019"
4542,best app i have ever used.,"February 17, 2019"
4543,Kindly assist to reset my password,"January 4, 2021"
4544,Ever improving application.,"February 19, 2019"
4545,"One click, Saves days","February 17, 2019"
4546,this app made my life easier,"February 17, 2019"
4547,usedfull to every one thanks...,"April 4, 2019"
4548,The best application I have ever used.,"February 16, 2019"
4549,the best apps I ever used.,"February 17, 2019"
4550,nice app very useful,"February 17, 2019"
4551,useful application for saudi Arabia living peoples,"June 2, 2019"
4552,Wow it's works very well.,"March 15, 2021"
4553,Thank to you make ourlives easy,"February 17, 2019"
4554,Low quality app,"July 1, 2021"
4555,ممتاز very good application,"February 18, 2019"
4556,Best service this app,"July 6, 2021"
4557,very good application,"July 6, 2021"
4558,Best information usefull helpfull,"August 7, 2020"
4559,Best and easy,"February 17, 2019"
4560,Its very helpful Very good,"June 17, 2021"
4561,Bad app always hanging,"February 18, 2019"
4562,"great apps , thanks","February 17, 2019"
4563,Asking repeatedly to update,"July 3, 2021"
4564,best e-government app ever,"February 16, 2019"
4565,make all your governmental work at your fingertips,"February 15, 2019"
4566,best app at all,"February 19, 2019"
4567,This app is very useful 👍,"October 17, 2020"
4568,Good for everyone her in the kingdom,"June 28, 2021"
4569,Thank you for helping me I'm appreciate your kindness ko,"August 10, 2021"
4570,The old version was better,"August 26, 2021"
4571,The best government app in the world from Saudi Arabia,"February 18, 2019"
4572,best application for ever,"February 17, 2019"
4573,Very helpful application,"February 17, 2019"
4574,All is good working 💪🏼👷🙌👏👍🏻👌,"June 21, 2021"
4575,all you need in one app,"February 18, 2019"
4576,the best governmental application,"February 17, 2019"
4577,Best government application ever.,"February 17, 2019"
4578,very useful app,"February 16, 2019"
4579,amazing...making our life easy,"February 17, 2019"
4580,It's excellent app.,"February 17, 2019"
4581,Please please add sim aqama cencal option please🌹,"January 22, 2021"
4582,Best app good job,"January 18, 2022"
4583,This apps update all information,"November 10, 2021"
4584,Easy government applications,"February 17, 2019"
4585,"life is much easier with Absher, thank you Gov ❤🤲","February 19, 2019"
4586,Useful and most helpful,"February 17, 2019"
4587,the best thing made by the saudi government,"February 19, 2019"
4588,Thanks KSA for the great app 👍,"February 17, 2019"
4589,Very useful app thanks,"December 20, 2021"
4590,It's very helpful app,"May 27, 2019"
4591,Application always HANG UP,"September 21, 2019"
4592,Made my life easier... Thank you,"February 17, 2019"
4593,thank you saudi government for making my life so easy.,"February 20, 2019"
4594,Nice & very good applicatiom,"December 18, 2021"
4595,"the best app , thanks","February 16, 2019"
4596,best app ever. thanks MOI,"March 13, 2019"
4597,Very good service,"February 17, 2019"
4598,"So discusting that both Google and Apple store allow this sort of app, to survaill and control the Saudi Arabian women. I guess, the human rights of women can be traded for the money from Saudi Arabia, huh ? 😠 Remove this ASAP!","May 1, 2019"
4599,Very good app Thanks ksa,"April 15, 2020"
4600,It is very helpful app,"February 17, 2019"
4601,This is very good app😍😘,"April 6, 2020"
4602,My life and the lives of my children have become easier with Absher,"February 20, 2019"
4603,E-gov app which has many sevices.,"February 16, 2019"
4604,Nice app for information,"May 7, 2020"
4605,Very nice service,"March 28, 2021"
4606,Fully helpfull app,"January 5, 2021"
4607,I can't sign up please help me,"July 11, 2019"
4608,the best program I ever used,"February 16, 2019"
4609,App isn't opening what to do now ?,"May 10, 2021"
4610,The best App .. amazing app,"February 17, 2019"
4611,very very helpful,"February 17, 2019"
4612,Great app for expatis,"November 8, 2021"
4613,this app 100% usefull,"March 17, 2022"
4614,best government services,"February 17, 2019"
4615,Nice and brilliant,"April 23, 2020"
4616,Old version is much better,"June 28, 2021"
4617,Old is gold new not good,"June 8, 2021"
4618,One of the best APP from MOI,"February 17, 2019"
4619,Why is not update my phone,"October 14, 2021"
4620,Very good helpful app,"August 19, 2021"
4621,This is very good app,"July 1, 2021"
4622,This app is very exclusive,"March 16, 2022"
4623,I can't download this application .I don't know why. Please help me.,"May 1, 2020"
4624,I am not good I'm not good the people boss,"February 12, 2022"
4625,Everything is just in your hands,"September 29, 2021"
4626,It is really helpful,"February 17, 2019"
4627,Very good service,"December 18, 2021"
4628,This app is making my life easy:),"February 17, 2019"
4629,It's very helpful app,"December 23, 2019"
4630,Cannot install for some reason.,"March 5, 2022"
4631,Very good service 👏,"May 10, 2022"
4632,The old version is better 👎👎,"June 19, 2021"
4633,very useful and wonderful,"February 17, 2019"
4634,one of the best government app,"January 29, 2019"
4635,I'm not driving coming fine my I'd my old company closed,"March 24, 2022"
4636,very useful app,"February 17, 2019"
4637,This is very hopeful apps,"November 18, 2021"
4638,simply.... make live easier....,"February 20, 2019"
4639,I can't do anything without these app,"February 18, 2019"
4640,Very helpful application,"April 20, 2020"
4641,Better for security reasons,"March 10, 2022"
4642,Very good service 👍🇸🇦,"September 22, 2021"
4643,very nice application,"February 17, 2019"
4644,Its very helpfull app..,"July 17, 2022"
4645,i can do my services in government without go to them,"February 17, 2019"
4646,Need to be updated,"August 25, 2020"
4647,It makes our life more easily,"February 18, 2019"
4648,best government application.,"February 17, 2019"
4649,very nice app.,"February 17, 2019"
4650,very exelant app thank you,"February 17, 2019"
4651,make life easier. thanks Saudi ministry of interior.,"February 17, 2019"
4652,This app make may life easier,"February 20, 2019"
4653,"easy life at a fingertip, thanks saudi Arabia thanks my home","February 17, 2019"
4654,Made our life soooo much easier,"February 17, 2019"
4655,Very good service,"May 19, 2019"
4656,thanks Absher .. wonderful app.,"February 17, 2019"
4657,This application is very helpful.,"June 19, 2021"
4658,the best app I have ever used,"February 18, 2019"
4659,Very good service,"December 10, 2021"
4660,"Thank you Absher, for making our life easier","February 19, 2019"
4661,Very good service,"April 23, 2020"
4662,This app is very good,"December 25, 2021"
4663,best application ever made,"February 17, 2019"
4664,i cannot log-in please help me how? i want to go home.,"July 26, 2021"
4665,this app is exelent app completly civilian serfing miillions both male and female ..,"February 18, 2019"
4666,Useful and amazing👍,"February 17, 2019"
4667,Helpful to know a lot,"July 11, 2021"
4668,excellent app.i like it,"February 17, 2019"
4669,Very good App.,"July 12, 2021"
4670,Best app and we like it,"February 17, 2019"
4671,Not working anymore😌😔,"September 8, 2020"
4672,Really great app,"February 18, 2019"
4673,Very very very good,"February 17, 2019"
4674,very helpful application,"February 17, 2019"
4675,Very good service,"September 21, 2021"
4676,the best application ever,"February 17, 2019"
4677,Very nice job,"January 4, 2022"
4678,Best service I ever seen,"March 21, 2022"
4679,the most useful app,"February 19, 2019"
4680,"I can not my sim number cancel,, pls tell me option....","August 22, 2021"
4681,good and helps alot,"February 17, 2019"
4682,I think it 's one of the best apps,"February 17, 2019"
4683,unusefull. better the old one,"June 16, 2021"
4684,Best and informative,"July 21, 2021"
4685,Very nice very helpful,"March 1, 2019"
4686,Very bad this version,"September 28, 2021"
4687,Very good App.,"February 17, 2019"
4688,very good application,"February 18, 2019"
4689,very good application,"February 17, 2019"
4690,the greatest app I ever used,"February 18, 2019"
4691,Why is not open my absher app,"January 20, 2022"
4692,This app is very well,"June 9, 2021"
4693,This app very greatfull for us,"October 26, 2021"
4694,Not open app in india?,"January 14, 2021"
4695,great app I never see👍,"February 16, 2019"
4696,No more fear. Install Tor. Fight the system.,"May 30, 2019"
4697,💕it's very good and help ful aap💕,"December 29, 2019"
4698,This app is very good,"March 10, 2022"
4699,Thanks for easing my live with day to day gov. Work,"February 17, 2019"
4700,easy life with absher thanks so much KSA,"February 18, 2019"
4701,Excellent E-Government App,"February 17, 2019"
4702,Absher is really good service,"January 18, 2022"
4703,Very good service,"December 26, 2021"
4704,Argent Time absher not working,"October 16, 2021"
4705,This app is wonderful,"March 5, 2019"
4706,How can i reset password and username.,"April 11, 2021"
4707,Very very good (No 1),"December 9, 2021"
4708,makes life easy for man and woman,"February 17, 2019"
4709,the best application ever I use,"February 17, 2019"
4710,it's really imagine apps.,"November 30, 2020"
4711,Typical Saudi app...doesn't work!,"March 10, 2021"
4712,Its excellent servic,"March 30, 2022"
4713,Great information apps,"October 4, 2022"
4714,makes my life easier.. thank you,"February 18, 2019"
4715,I really admire this app,"February 18, 2019"
4716,amazing application ever,"February 17, 2019"
4717,So much Nice and used for anyone,"July 3, 2022"
4718,Excellent App، Thank you,"June 4, 2021"
4719,"Wonderful apo, made our lives easy. THANK YOU","February 17, 2019"
4720,"very good apps,","February 18, 2019"
4721,Very very good app,"February 17, 2019"
4722,What a great App!!,"February 18, 2019"
4723,best app ever. thanx mbs,"February 17, 2019"
4724,This app makes your life easier.,"February 17, 2019"
4725,It's the greatest application.,"February 16, 2019"
4726,application should governments take it as model.,"February 17, 2019"
4727,best e-government app,"February 17, 2019"
4728,"Hey Absher, any news if you will bring this app to the states to track my wife?","July 3, 2019"
4729,It's a very service,"August 12, 2022"
4730,Top of the Best government app,"February 17, 2019"
4731,For ease of life a MUST app in every residents moblie of KSA,"February 27, 2020"
4732,Best app in the world,"February 18, 2019"
4733,"thank you absher , best app 👌","February 18, 2019"
4734,Very useful application 👍👍👍👍👍,"February 18, 2019"
4735,exelant programme vary helpful,"February 15, 2019"
4736,"best app ever, thanks MOI 🇸🇦🇸🇦🇸🇦","February 17, 2019"
4737,Very nice to use,"June 20, 2021"
4738,greatest app ever!,"February 18, 2019"
4739,Need more improvement,"June 4, 2021"
4740,very useful app,"February 17, 2019"
4741,very usefully app,"February 18, 2019"
4742,very useful app,"February 17, 2019"
4743,very useful app,"February 17, 2019"
4744,one of the best GOV. apps,"February 19, 2019"
4745,very useful app,"February 20, 2019"
4746,The Greats app in the world,"February 18, 2019"
4747,made our lives much easier,"February 17, 2019"
4748,the best application ever,"February 17, 2019"
4749,It's Very Helpful for Saudi Residents,"September 23, 2019"
4750,Very good app thanks,"December 30, 2019"
4751,Its very good application,"June 5, 2021"
4752,Very Excellent app 👍👍👍,"May 10, 2022"
4753,the best government application,"February 22, 2019"
4754,This App is very Good 👍,"February 6, 2021"
4755,Such an amazing app,"July 5, 2021"
4756,Abshar service is very good,"November 3, 2021"
4757,Good one very useful,"October 18, 2021"
4758,best govermental app,"February 17, 2019"
4759,best gov application in the world,"February 17, 2019"
4760,Somthing Need to improve,"June 14, 2021"
4761,This App makes my life easier,"February 17, 2019"
4762,"doesn't work, wife escaped anyways.","March 3, 2019"
4763,Very good service,"January 28, 2022"
4764,Best app in the world,"February 20, 2019"
4765,Love 💘 is life 💘 very good application 💘,"September 1, 2022"
4766,1 app for love without this no life in saudi.,"January 26, 2022"
4767,This app not download so how to download,"April 21, 2020"
4768,new version is complicated,"March 1, 2022"
4769,Usefull and helpfull,"July 22, 2021"
4770,the best application ever 👍🏻👍🏻,"February 17, 2019"
4771,I one of the best apps,"February 17, 2019"
4772,Very good app. 😀,"March 30, 2022"
4773,"Helpfull,very good 👍.","July 5, 2021"
4774,Very useful app,"February 17, 2019"
4775,Best one and friendly too.,"October 20, 2021"
4776,very very excellent 😍😍,"February 17, 2019"
4777,Absher provide the good services,"February 18, 2019"
4778,This app is very good,"March 3, 2022"
4779,Best one 4 all saudi and nonsaudi in KSA,"February 17, 2019"
4780,very useful app 👍🏻,"March 3, 2019"
4781,It is a very very nice app,"October 13, 2022"
4782,make everything easy,"February 17, 2019"
4783,very helpful app,"February 18, 2019"
4784,Very very bed app..,"February 11, 2019"
4785,Very helpful to me being as OFW,"August 6, 2021"
4786,This app make my life easier,"February 17, 2019"
4787,very good app ever,"February 17, 2019"
4788,A model for government to citizen services App,"February 17, 2019"
4789,All our information detail,"June 26, 2021"
4790,Very useful application,"February 18, 2019"
4791,"EXCELLENT ,, soo helpful .","February 17, 2019"
4792,This app made my life easier,"February 20, 2019"
4793,Very helpful app thanks,"February 10, 2021"
4794,realy thanks a lot,"February 17, 2019"
4795,Very helpful application,"February 15, 2019"
4796,An excellent application 👍,"February 20, 2019"
4797,best app at Google play 👍🏼👍🏼,"February 18, 2019"
4798,Very helfful app.,"August 2, 2021"
4799,Very good app for us,"October 3, 2021"
4800,very good app.,"February 18, 2019"
4801,The best app ever!,"February 17, 2019"
4802,The best app ever!,"February 16, 2019"
4803,The best app ever!,"February 18, 2019"
4804,thank you for this app,"February 18, 2019"
4805,Good for KSA foreigners Services,"February 8, 2019"
4806,Wonderful very very good,"February 17, 2019"
4807,making life easier,"July 24, 2019"
4808,Very good service 👍❣️,"April 24, 2020"
4809,life cannot be easier without Absher,"February 20, 2019"
4810,very good app.,"February 19, 2019"
4811,doesn't work in india,"March 13, 2019"
4812,essential for everyone in Saudi,"February 18, 2019"
4813,It makes our life easier,"February 17, 2019"
4814,very useful app 👍,"February 18, 2019"
4815,the best government app ever,"February 17, 2019"
4816,great app thank you,"February 17, 2019"
4817,Very nices services,"November 10, 2021"
4818,"it helps me deal with ""all"" gov paper work","February 17, 2019"
4819,usefull app .. Thanks,"February 17, 2019"
4820,very useful app,"February 20, 2019"
4821,What a great app #keepgoing,"February 23, 2019"
4822,the best app ever that help the citizens,"February 17, 2019"
4823,Great app for the people,"February 17, 2019"
4824,Good app. Thanks 😊,"November 28, 2021"
4825,Wonder ful extremely efficient,"October 26, 2021"
4826,Very use full aap,"April 9, 2021"
4827,very good app.,"February 17, 2019"
4828,Many thanks my government for make our lives easily 💚💚💚🇸🇦🇸🇦🇸🇦,"February 17, 2019"
4829,awsome and helpful,"February 17, 2019"
4830,very useful app,"February 18, 2019"
4831,Very helpful application,"September 22, 2021"
4832,Best program used ever.,"June 28, 2021"
4833,The app is very good,"November 11, 2022"
4834,only sick people use this application,"April 19, 2019"
4835,The best application I ever used,"February 17, 2019"
4836,It's a amazing apps,"September 23, 2021"
4837,Too good and fast,"January 31, 2022"
4838,Very helpful application 👍,"July 8, 2021"
4839,Could not create an account,"August 19, 2021"
4840,this. app. very. good.,"February 19, 2022"
4841,A nice application.,"January 1, 2022"
4842,"Praise Allah. She can run, but she cant hide.","June 16, 2019"
4843,"The best Gov. app ever,","February 17, 2019"
4844,best application ever Thanks,"February 20, 2019"
4845,Great service Thanks MOI😄,"April 13, 2019"
4846,Very useful application,"October 22, 2021"
4847,Absher make my life much easier Thank you MOI,"February 18, 2019"
4848,good for every one,"February 7, 2021"
4849,This by far the best eGov app within the MENA region.,"February 18, 2019"
4850,Smart government services dream came true. I wish other governments follow the lead,"February 17, 2019"
4851,Very very useful,"September 29, 2021"
4852,The most great government application,"April 22, 2019"
4853,Nice and helpful,"August 31, 2021"
4854,Why the hell are most reviews are from non-Saudies people who give 1 star without any reason?,"February 14, 2019"
4855,it is very amazing,"February 19, 2019"
4856,one of the best app,"February 17, 2019"
4857,our life is easier with absher,"February 17, 2019"
4858,Very useful this app,"May 10, 2022"
4859,Very nice to know your status,"November 2, 2021"
4860,good and easy,"February 17, 2019"
4861,Great app thank you,"February 17, 2019"
4862,Good for every people,"December 17, 2021"
4863,the best application ever,"April 2, 2019"
4864,the best apps ever,"February 17, 2019"
4865,Very helpful application,"August 13, 2021"
4866,Best for documentarian in KSA,"May 13, 2021"
4867,most useful app ever,"February 17, 2019"
4868,waw...amazing apps,"June 30, 2021"
4869,the best app ever.,"February 17, 2019"
4870,One of the best apps,"February 17, 2019"
4871,Best e government app,"January 5, 2022"
4872,a must have app. !!,"February 17, 2019"
4873,the best government application 👌,"February 17, 2019"
4874,Many missing details,"June 17, 2021"
4875,Very good app..,"October 26, 2021"
4876,Good application ever since,"September 27, 2021"
4877,Good apps 5 stars,"July 23, 2021"
4878,Best E-Goverment app ever,"February 18, 2019"
4879,Very good this apps,"October 26, 2021"
4880,best sing ever,"February 17, 2019"
4881,perfect for Saudi Arabia,"February 17, 2019"
4882,nice app working,"June 2, 2019"
4883,thank you For Making our life easier,"February 17, 2019"
4884,Very helpful application,"September 8, 2019"
4885,"I just renewed my Driver License lying ON my BED using Absher, now i'm gonna sleep and tomorrow gonna pick it up!! Gosh, I LOVE Saudi Arabia, and thank you Absher ❤","February 17, 2019"
4886,best government service,"February 17, 2019"
4887,the best apps ever,"February 17, 2019"
4888,conveniency at its best !!,"February 19, 2019"
4889,Really helpful application ☺️👍🏻,"June 30, 2022"
4890,Very nice application,"December 2, 2021"
4891,"It's good for human self,","February 9, 2022"
4892,"its good , application","February 17, 2019"
4893,the best app in Google 🤓🤓,"February 17, 2019"
4894,It's Very good application,"October 22, 2021"
4895,Very useful app,"February 19, 2019"
4896,best service ever,"February 17, 2019"
4897,Very Good app.,"August 1, 2021"
4898,It’s very good service...,"November 7, 2021"
4899,very helpful app,"February 17, 2019"
4900,The best app for ever,"February 17, 2019"
4901,Between good and great,"July 7, 2021"
4902,A perfect app,"February 17, 2019"
4903,thank you the government you made my life so easy 💚,"February 19, 2019"
4904,This is one of the best application.,"February 17, 2019"
4905,Very useful app,"February 17, 2019"
4906,This is Very good app,"July 3, 2021"
4907,It's incredible.,"September 29, 2021"
4908,Best e-government application,"February 17, 2019"
4909,Actually Very good apps,"August 11, 2021"
4910,Good information app,"June 7, 2020"
4911,Very useful apps,"December 25, 2021"
4912,Best Government Application,"May 31, 2019"
4913,very useful app,"February 17, 2019"
4914,Perfect for women rights,"February 15, 2019"
4915,best service ever,"February 19, 2019"
4916,Makes our life easier. Thanks Absher.,"February 17, 2019"
4917,no country in the whole world xan compete Saudi Arabia in this app Saudi🇸🇦,"November 4, 2021"
4918,Makes the life easier,"February 17, 2019"
4919,E3 is coherently and you 6mounths and not tutor the utw,"June 21, 2021"
4920,Powerfull app good perfotmer,"June 8, 2021"
4921,This is a great app,"November 9, 2021"
4922,what a great app...,"February 17, 2019"
4923,One of the best applications,"February 22, 2019"
4924,it made my life easier,"February 17, 2019"
4925,made our life simpler,"February 17, 2019"
4926,One of the best applications,"February 18, 2019"
4927,life is easier with it,"February 18, 2019"
4928,helpful app and esy to use #يابلادي_واصلي 💚💚💚,"February 17, 2019"
4929,Best app eaver from Saudi government,"February 18, 2019"
4930,Very usefull app,"February 17, 2019"
4931,it is very useful me,"April 18, 2021"
4932,It makes our life easier 👍,"February 21, 2019"
4933,Very good app.,"February 17, 2019"
4934,making my life easier in several ways.,"February 17, 2019"
4935,"Before was good, please update it again like before.","November 27, 2021"
4936,It is very bad about saudia kingdom,"April 23, 2020"
4937,this app is living in 2030 for real,"February 22, 2019"
4938,Very useful apps,"June 22, 2021"
4939,Made our life easier!,"February 17, 2019"
4940,Very good app.,"January 13, 2022"
4941,The best application forever,"February 17, 2019"
4942,Good apps very good,"June 27, 2021"
4943,Thanks good working,"June 28, 2021"
4944,Great app 👏🏼 thank you KSA,"February 19, 2019"
4945,Very useful app,"July 9, 2021"
4946,best program ever,"February 17, 2019"
4947,our life is much easier now,"February 17, 2019"
4948,this app is amazing,"February 19, 2019"
4949,very nice apps,"October 11, 2021"
4950,It's one of the best applications,"February 17, 2019"
4951,Life became much easier with Absher,"May 6, 2019"
4952,Saudi Arabia best idea about. Thanks support government,"January 15, 2022"
4953,He not good app First absher good,"August 21, 2021"
4954,the best app. ever,"February 17, 2019"
4955,nice and ease,"February 17, 2019"
4956,Can't log in,"June 30, 2021"
4957,"Now, life is easier","February 17, 2019"
4958,good appls....no one like it,"February 17, 2019"
4959,the greatest app ever,"February 17, 2019"
4960,Very good application,"February 17, 2019"
4961,New version is horrible !,"July 13, 2021"
4962,Great app thank you,"January 5, 2022"
4963,Old version better than this,"June 19, 2021"
4964,"Very good apps, i like","December 13, 2020"
4965,Can't log in,"January 25, 2022"
4966,Make my life easier Thank you very much,"February 18, 2019"
4967,Very good working,"September 11, 2021"
4968,Makes life easier for us,"February 16, 2019"
4969,Very useful app,"February 17, 2019"
4970,Very useful app,"February 17, 2019"
4971,The app doesn't open why,"April 1, 2021"
4972,the best app ever👍,"February 19, 2019"
4973,very helpful app,"February 17, 2019"
4974,very helpful app,"February 17, 2019"
4975,very helpful app,"February 23, 2019"
4976,best app in my phone,"February 16, 2019"
4977,Very useful app,"April 6, 2022"
4978,حكومة إلكترونية رائعة Made a great electronic government,"February 17, 2019"
4979,very good service,"February 19, 2019"
4980,Very help full,"April 11, 2020"
4981,it eases our life big time.,"February 17, 2019"
4982,ممتاز مفيد very helpful,"February 17, 2019"
4983,This app helps over 12 million people.,"February 18, 2019"
4984,One star because its not working in pakistan,"May 11, 2021"
4985,very poor app💔,"October 24, 2020"
4986,Very useful app,"February 15, 2019"
4987,Useful app thanks for creator,"January 18, 2022"
4988,Very good this app,"April 20, 2022"
4989,Very good app.,"February 13, 2022"
4990,Very good app.,"June 4, 2021"
4991,Today i m downlod good work but why this is my grama dobule show then i cheke anothre site there dont show double only this is problem i m to much scred becoz here 6000 and my grama 3000,"July 20, 2020"
4992,Why I can't open my absher account?,"February 2, 2022"
4993,Really service was good,"July 14, 2021"
4994,i like it too much,"February 17, 2019"
4995,very Handy app,"February 17, 2019"
4996,very helpful app,"February 20, 2019"
4997,Turly the Best governmental app,"February 17, 2019"
4998,Good (app ) application,"August 6, 2021"
4999,It makes my life so much easier 👍🏻,"February 18, 2019"
5000,it is a great app ever,"February 17, 2019"
5001,Very useful app,"March 24, 2022"
5002,It's App very awesome,"September 22, 2021"
5003,"All my government issues under my fingertips, Thanks Absher","February 17, 2019"
5004,the best governmental app💚💚💚,"February 19, 2019"
5005,I've have better oppression apps.,"March 4, 2019"
5006,It's very good app,"July 2, 2022"
5007,absher makes our lives easier,"February 17, 2019"
5008,This app is just amazing,"May 17, 2021"
5009,Best Government Application,"February 17, 2019"
5010,Very useful app,"September 28, 2021"
5011,Very useful app,"June 27, 2021"
5012,very nice apps,"October 10, 2021"
5013,It is a great app,"February 19, 2019"
5014,best app i love it,"February 4, 2021"
5015,best app has ever made,"February 17, 2019"
5016,is great app.,"February 17, 2019"
5017,Very good application,"February 4, 2021"
5018,Not giving access,"June 19, 2020"
5019,Very useful app,"February 17, 2019"
5020,App is very good thanks,"February 12, 2019"
5021,best app in KSA,"February 22, 2019"
5022,Great super express,"June 18, 2021"
5023,best app I have ever used,"February 17, 2019"
5024,This is good application,"June 13, 2021"
5025,the best app ever,"February 17, 2019"
5026,it's great app ever,"February 17, 2019"
5027,Excellent program for our life in Saudi Arabia,"February 17, 2019"
5028,makes our life easier,"February 17, 2019"
5029,Very good application,"November 10, 2021"
5030,Very good application,"November 4, 2021"
5031,Its hard to activate my absher account,"December 15, 2021"
5032,Very good Absher Application,"February 13, 2022"
5033,one of best application 👌,"February 22, 2019"
5034,"I am proud to apply Abshar, Abshar helps everyone, thanks to my country and my Saudi government","February 17, 2019"
5035,the best government's app,"February 17, 2019"
5036,an amazing app,"February 17, 2019"
5037,made my life a lot easier 👍,"February 18, 2019"
5038,Very good app.,"November 3, 2021"
5039,Very nice apps,"August 31, 2021"
5040,Not showing visitor visa in my account,"July 5, 2021"
5041,Very useful appd,"June 21, 2021"
5042,أسم على مسمى. best app so far,"February 17, 2019"
5043,best app in KSA,"February 16, 2019"
5044,My absher not work please Help,"January 30, 2021"
5045,It makes our life easier 👍,"February 17, 2019"
5046,Excellent app really,"June 18, 2021"
5047,It's a good app for users,"February 1, 2022"
5048,Best app in the world,"February 17, 2019"
